TransactionID,CustomerName,Date,Items,Original_Items,Cleaned_Items,Sorted_Items,cleaned_items
3960,Stanley Wu,2025-10-25,"Coffee,Rice","['Coffee', 'Rice']","['coffee', 'rice']","['coffee', 'rice']",coffee; rice
3961,Jennifer Hopkins,2025-09-29,"Butter,Bread,Tomatoes,Rice,Potatoes,Salt,Flour","['Butter', 'Bread', 'Tomatoes', 'Rice', 'Potatoes', 'Salt', 'Flour']","['butter', 'bread', 'tomatoes', 'rice', 'potatoes', 'salt', 'flour']","['bread', 'butter', 'flour', 'potatoes', 'rice', 'salt', 'tomatoes']",bread; butter; flour; potatoes; rice; salt; tomatoes
3962,Amy Ashley,2025-11-08,"Cereal,Coffee,Butter,Bananas,Fish,Milk,Cheese","['Cereal', 'Coffee', 'Butter', 'Bananas', 'Fish', 'Milk', 'Cheese']","['cereal', 'coffee', 'butter', 'bananas', 'fish', 'milk', 'cheese']","['bananas', 'butter', 'cereal', 'cheese', 'coffee', 'fish', 'milk']",bananas; butter; cereal; cheese; coffee; fish; milk
3963,Colin Herrera,2025-11-06,"Tomatoes,Soap,Juice,Bananas","['Tomatoes', 'Soap', 'Juice', 'Bananas']","['tomatoes', 'soap', 'juice', 'bananas']","['bananas', 'juice', 'soap', 'tomatoes']",bananas; juice; soap; tomatoes
3964,Kenneth Johnson,2025-02-12,"Toothpaste,Eggs,Carrots,Bananas,Grapes,Oranges","['Toothpaste', 'Eggs', 'Carrots', 'Bananas', 'Grapes', 'Oranges']","['toothpaste', 'eggs', 'carrots', 'bananas', 'grapes', 'oranges']","['bananas', 'carrots', 'eggs', 'grapes', 'oranges', 'toothpaste']",bananas; carrots; eggs; grapes; oranges; toothpaste
3965,Marissa Rich,2025-03-08,"Cereal,Juice","['Cereal', 'Juice']","['cereal', 'juice']","['cereal', 'juice']",cereal; juice
3966,Bethany Luna,2025-09-09,"Salt,Fish,Toothpaste,Beef","['Salt', 'Fish', 'Toothpaste', 'Beef']","['salt', 'fish', 'toothpaste', 'beef']","['beef', 'fish', 'salt', 'toothpaste']",beef; fish; salt; toothpaste
3967,Brian Wells,2024-12-17,"Rice,Onions","['Rice', 'Onions']","['rice', 'onions']","['onions', 'rice']",onions; rice
3968,Jon Powell,2025-07-27,"Tomatoes,Soap,Chicken,Eggs,Coffee,Potatoes","['Tomatoes', 'Soap', 'Chicken', 'Eggs', 'Coffee', 'Potatoes']","['tomatoes', 'soap', 'chicken', 'eggs', 'coffee', 'potatoes']","['chicken', 'coffee', 'eggs', 'potatoes', 'soap', 'tomatoes']",chicken; coffee; eggs; potatoes; soap; tomatoes
3969,Angela Ayala,2025-10-27,"Onions,Apples","['Onions', 'Apples']","['onions', 'apples']","['apples', 'onions']",apples; onions
3970,Jonathan Simmons,2024-12-21,"Juice,Shampoo","['Juice', 'Shampoo']","['juice', 'shampoo']","['juice', 'shampoo']",juice; shampoo
3971,Kurt Ramirez,2025-01-06,"Oranges,Bananas","['Oranges', 'Bananas']","['oranges', 'bananas']","['bananas', 'oranges']",bananas; oranges
3972,Cristian Thompson,2025-04-10,"Bread,Eggs","['Bread', 'Eggs']","['bread', 'eggs']","['bread', 'eggs']",bread; eggs
3973,Kathryn Lyons,2025-02-05,"Tea,Fish,Eggs,Beef,Coffee","['Tea', 'Fish', 'Eggs', 'Beef', 'Coffee']","['tea', 'fish', 'eggs', 'beef', 'coffee']","['beef', 'coffee', 'eggs', 'fish', 'tea']",beef; coffee; eggs; fish; tea
3974,Raymond Carr,2025-02-12,"Carrots,Butter,Bread,Cereal,Apples,Fish","['Carrots', 'Butter', 'Bread', 'Cereal', 'Apples', 'Fish']","['carrots', 'butter', 'bread', 'cereal', 'apples', 'fish']","['apples', 'bread', 'butter', 'carrots', 'cereal', 'fish']",apples; bread; butter; carrots; cereal; fish
3975,Laura Taylor,2025-11-14,"Onions,Soap,Sugar,Beef","['Onions', 'Soap', 'Sugar', 'Beef']","['onions', 'soap', 'sugar', 'beef']","['beef', 'onions', 'soap', 'sugar']",beef; onions; soap; sugar
3976,Christopher Davenport,2025-05-22,"Oranges,Bananas,Yogurt,Milk,Fish","['Oranges', 'Bananas', 'Yogurt', 'Milk', 'Fish']","['oranges', 'bananas', 'yogurt', 'milk', 'fish']","['bananas', 'fish', 'milk', 'oranges', 'yogurt']",bananas; fish; milk; oranges; yogurt
3977,Leah Reed,2025-09-13,"Toothpaste,Fish","['Toothpaste', 'Fish']","['toothpaste', 'fish']","['fish', 'toothpaste']",fish; toothpaste
3978,Joseph Roman,2025-05-06,"Yogurt,Bananas","['Yogurt', 'Bananas']","['yogurt', 'bananas']","['bananas', 'yogurt']",bananas; yogurt
3979,Maria Perry,2025-02-17,"Tomatoes,Coffee,Fish","['Tomatoes', 'Coffee', 'Fish']","['tomatoes', 'coffee', 'fish']","['coffee', 'fish', 'tomatoes']",coffee; fish; tomatoes
3980,Lindsey Knight,2025-01-20,"Toothpaste,Milk,Sugar,Juice,Beef,Carrots","['Toothpaste', 'Milk', 'Sugar', 'Juice', 'Beef', 'Carrots']","['toothpaste', 'milk', 'sugar', 'juice', 'beef', 'carrots']","['beef', 'carrots', 'juice', 'milk', 'sugar', 'toothpaste']",beef; carrots; juice; milk; sugar; toothpaste
3981,Peter Yates,2025-09-11,"Coffee,Cheese,Tomatoes,Beef","['Coffee', 'Cheese', 'Tomatoes', 'Beef']","['coffee', 'cheese', 'tomatoes', 'beef']","['beef', 'cheese', 'coffee', 'tomatoes']",beef; cheese; coffee; tomatoes
3982,Judy Wall MD,2025-09-18,"Juice,Shampoo,Chicken,Oranges,Oil","['Juice', 'Shampoo', 'Chicken', 'Oranges', 'Oil']","['juice', 'shampoo', 'chicken', 'oranges', 'oil']","['chicken', 'juice', 'oil', 'oranges', 'shampoo']",chicken; juice; oil; oranges; shampoo
3983,Richard Hull,2025-05-20,"Beef,Fish","['Beef', 'Fish']","['beef', 'fish']","['beef', 'fish']",beef; fish
3984,Mariah Richardson,2025-07-15,"Yogurt,Carrots,Coffee,Fish,Milk","['Yogurt', 'Carrots', 'Coffee', 'Fish', 'Milk']","['yogurt', 'carrots', 'coffee', 'fish', 'milk']","['carrots', 'coffee', 'fish', 'milk', 'yogurt']",carrots; coffee; fish; milk; yogurt
3985,Beth Pollard,2024-12-08,"Salt,Tomatoes","['Salt', 'Tomatoes']","['salt', 'tomatoes']","['salt', 'tomatoes']",salt; tomatoes
3986,Nicole Jones,2025-04-19,"Bananas,Eggs,Salt","['Bananas', 'Eggs', 'Salt']","['bananas', 'eggs', 'salt']","['bananas', 'eggs', 'salt']",bananas; eggs; salt
3987,Sarah Singh,2025-06-19,"Onions,Grapes,Cereal","['Onions', 'Grapes', 'Cereal']","['onions', 'grapes', 'cereal']","['cereal', 'grapes', 'onions']",cereal; grapes; onions
3988,James Diaz,2025-01-13,"Bananas,Potatoes,Eggs,Flour","['Bananas', 'Potatoes', 'Eggs', 'Flour']","['bananas', 'potatoes', 'eggs', 'flour']","['bananas', 'eggs', 'flour', 'potatoes']",bananas; eggs; flour; potatoes
3989,Lindsay Woodward,2025-02-15,"Grapes,Tea,Onions,Toothpaste,Apples,Oranges","['Grapes', 'Tea', 'Onions', 'Toothpaste', 'Apples', 'Oranges']","['grapes', 'tea', 'onions', 'toothpaste', 'apples', 'oranges']","['apples', 'grapes', 'onions', 'oranges', 'tea', 'toothpaste']",apples; grapes; onions; oranges; tea; toothpaste
3990,Brittany Navarro,2025-05-18,"Yogurt,Shampoo,Sugar,Coffee,Cereal,Carrots","['Yogurt', 'Shampoo', 'Sugar', 'Coffee', 'Cereal', 'Carrots']","['yogurt', 'shampoo', 'sugar', 'coffee', 'cereal', 'carrots']","['carrots', 'cereal', 'coffee', 'shampoo', 'sugar', 'yogurt']",carrots; cereal; coffee; shampoo; sugar; yogurt
3991,Aaron Nguyen,2025-01-22,"Sugar,Eggs,Juice","['Sugar', 'Eggs', 'Juice']","['sugar', 'eggs', 'juice']","['eggs', 'juice', 'sugar']",eggs; juice; sugar
3992,Jennifer Parker,2025-11-04,"Bananas,Rice,Juice,Soap,Onions","['Bananas', 'Rice', 'Juice', 'Soap', 'Onions']","['bananas', 'rice', 'juice', 'soap', 'onions']","['bananas', 'juice', 'onions', 'rice', 'soap']",bananas; juice; onions; rice; soap
3993,Sarah Price,2025-01-14,"Eggs,Fish","['Eggs', 'Fish']","['eggs', 'fish']","['eggs', 'fish']",eggs; fish
3994,Maria Villa,2025-05-23,"Soap,Shampoo","['Soap', 'Shampoo']","['soap', 'shampoo']","['shampoo', 'soap']",shampoo; soap
3995,Grace Hurst,2025-02-02,"Bananas,Flour,Salt,Tea","['Bananas', 'Flour', 'Salt', 'Tea']","['bananas', 'flour', 'salt', 'tea']","['bananas', 'flour', 'salt', 'tea']",bananas; flour; salt; tea
3996,Crystal Mack,2025-01-23,"Yogurt,Cereal,Bananas,Butter,Grapes,Fish","['Yogurt', 'Cereal', 'Bananas', 'Butter', 'Grapes', 'Fish']","['yogurt', 'cereal', 'bananas', 'butter', 'grapes', 'fish']","['bananas', 'butter', 'cereal', 'fish', 'grapes', 'yogurt']",bananas; butter; cereal; fish; grapes; yogurt
3997,David Decker,2025-03-19,"Eggs,Cereal,Bananas,Chicken,Grapes,Soap,Beef","['Eggs', 'Cereal', 'Bananas', 'Chicken', 'Grapes', 'Soap', 'Beef']","['eggs', 'cereal', 'bananas', 'chicken', 'grapes', 'soap', 'beef']","['bananas', 'beef', 'cereal', 'chicken', 'eggs', 'grapes', 'soap']",bananas; beef; cereal; chicken; eggs; grapes; soap
3998,Megan Wallace,2025-07-23,"Onions,Pasta,Apples,Milk,Toothpaste,Beef,Yogurt","['Onions', 'Pasta', 'Apples', 'Milk', 'Toothpaste', 'Beef', 'Yogurt']","['onions', 'pasta', 'apples', 'milk', 'toothpaste', 'beef', 'yogurt']","['apples', 'beef', 'milk', 'onions', 'pasta', 'toothpaste', 'yogurt']",apples; beef; milk; onions; pasta; toothpaste; yogurt
3999,Bryce Edwards,2025-11-13,"Eggs,Milk,Grapes,Oil,Pasta,Sugar","['Eggs', 'Milk', 'Grapes', 'Oil', 'Pasta', 'Sugar']","['eggs', 'milk', 'grapes', 'oil', 'pasta', 'sugar']","['eggs', 'grapes', 'milk', 'oil', 'pasta', 'sugar']",eggs; grapes; milk; oil; pasta; sugar
4000,Brooke Kelly,2025-04-07,"Toothpaste,Cereal,Sugar,Apples,Carrots,Salt,Pasta","['Toothpaste', 'Cereal', 'Sugar', 'Apples', 'Carrots', 'Salt', 'Pasta']","['toothpaste', 'cereal', 'sugar', 'apples', 'carrots', 'salt', 'pasta']","['apples', 'carrots', 'cereal', 'pasta', 'salt', 'sugar', 'toothpaste']",apples; carrots; cereal; pasta; salt; sugar; toothpaste
4001,Francisco Chan,2025-06-05,"Oil,Flour,Carrots,Milk,Coffee","['Oil', 'Flour', 'Carrots', 'Milk', 'Coffee']","['oil', 'flour', 'carrots', 'milk', 'coffee']","['carrots', 'coffee', 'flour', 'milk', 'oil']",carrots; coffee; flour; milk; oil
4002,Stephanie Sullivan,2025-08-05,"Juice,Cheese","['Juice', 'Cheese']","['juice', 'cheese']","['cheese', 'juice']",cheese; juice
4003,Michael Mosley,2024-11-26,"Chicken,Juice,Shampoo","['Chicken', 'Juice', 'Shampoo']","['chicken', 'juice', 'shampoo']","['chicken', 'juice', 'shampoo']",chicken; juice; shampoo
4004,William Harris,2025-10-02,"Bread,Beef,Bananas","['Bread', 'Beef', 'Bananas']","['bread', 'beef', 'bananas']","['bananas', 'beef', 'bread']",bananas; beef; bread
4005,Christopher Baker,2025-04-25,"Juice,Tea,Bread,Yogurt,Cheese","['Juice', 'Tea', 'Bread', 'Yogurt', 'Cheese']","['juice', 'tea', 'bread', 'yogurt', 'cheese']","['bread', 'cheese', 'juice', 'tea', 'yogurt']",bread; cheese; juice; tea; yogurt
4006,Joseph Williams,2025-08-29,"Cereal,Tomatoes,Sugar,Eggs,Bread,Onions,Coffee","['Cereal', 'Tomatoes', 'Sugar', 'Eggs', 'Bread', 'Onions', 'Coffee']","['cereal', 'tomatoes', 'sugar', 'eggs', 'bread', 'onions', 'coffee']","['bread', 'cereal', 'coffee', 'eggs', 'onions', 'sugar', 'tomatoes']",bread; cereal; coffee; eggs; onions; sugar; tomatoes
4007,David Cook,2025-10-12,"Chicken,Fish,Pasta","['Chicken', 'Fish', 'Pasta']","['chicken', 'fish', 'pasta']","['chicken', 'fish', 'pasta']",chicken; fish; pasta
4008,William Lee,2025-02-19,"Butter,Tomatoes","['Butter', 'Tomatoes']","['butter', 'tomatoes']","['butter', 'tomatoes']",butter; tomatoes
4009,Jessica Gutierrez,2025-04-27,"Fish,Salt,Oranges,Carrots,Oil","['Fish', 'Salt', 'Oranges', 'Carrots', 'Oil']","['fish', 'salt', 'oranges', 'carrots', 'oil']","['carrots', 'fish', 'oil', 'oranges', 'salt']",carrots; fish; oil; oranges; salt
4010,Blake Chung,2025-01-07,"Fish,Potatoes,Tomatoes,Toothpaste,Bread","['Fish', 'Potatoes', 'Tomatoes', 'Toothpaste', 'Bread']","['fish', 'potatoes', 'tomatoes', 'toothpaste', 'bread']","['bread', 'fish', 'potatoes', 'tomatoes', 'toothpaste']",bread; fish; potatoes; tomatoes; toothpaste
4011,Michael Walters,2025-11-06,"Oil,Flour,Onions","['Oil', 'Flour', 'Onions']","['oil', 'flour', 'onions']","['flour', 'oil', 'onions']",flour; oil; onions
4012,Kirk Stewart,2025-08-19,"Grapes,Pasta,Butter","['Grapes', 'Pasta', 'Butter']","['grapes', 'pasta', 'butter']","['butter', 'grapes', 'pasta']",butter; grapes; pasta
4013,Michael Allen,2025-03-15,"Salt,Grapes,Onions,Oil,Shampoo","['Salt', 'Grapes', 'Onions', 'Oil', 'Shampoo']","['salt', 'grapes', 'onions', 'oil', 'shampoo']","['grapes', 'oil', 'onions', 'salt', 'shampoo']",grapes; oil; onions; salt; shampoo
4014,Vanessa Jones,2025-11-01,"Soap,Chicken,Bananas,Eggs","['Soap', 'Chicken', 'Bananas', 'Eggs']","['soap', 'chicken', 'bananas', 'eggs']","['bananas', 'chicken', 'eggs', 'soap']",bananas; chicken; eggs; soap
4015,Sarah Franklin,2025-10-18,"Bread,Eggs,Chicken,Salt,Cereal,Rice,Milk","['Bread', 'Eggs', 'Chicken', 'Salt', 'Cereal', 'Rice', 'Milk']","['bread', 'eggs', 'chicken', 'salt', 'cereal', 'rice', 'milk']","['bread', 'cereal', 'chicken', 'eggs', 'milk', 'rice', 'salt']",bread; cereal; chicken; eggs; milk; rice; salt
4016,Timothy Burnett,2025-01-07,"Fish,Tomatoes,Juice,Apples,Chicken","['Fish', 'Tomatoes', 'Juice', 'Apples', 'Chicken']","['fish', 'tomatoes', 'juice', 'apples', 'chicken']","['apples', 'chicken', 'fish', 'juice', 'tomatoes']",apples; chicken; fish; juice; tomatoes
4017,Laura Brooks,2024-12-18,"Soap,Butter,Bananas,Tomatoes,Tea,Beef,Eggs","['Soap', 'Butter', 'Bananas', 'Tomatoes', 'Tea', 'Beef', 'Eggs']","['soap', 'butter', 'bananas', 'tomatoes', 'tea', 'beef', 'eggs']","['bananas', 'beef', 'butter', 'eggs', 'soap', 'tea', 'tomatoes']",bananas; beef; butter; eggs; soap; tea; tomatoes
4018,Brandi Hudson,2025-07-08,"Grapes,Onions,Yogurt,Rice,Cereal,Shampoo,Carrots","['Grapes', 'Onions', 'Yogurt', 'Rice', 'Cereal', 'Shampoo', 'Carrots']","['grapes', 'onions', 'yogurt', 'rice', 'cereal', 'shampoo', 'carrots']","['carrots', 'cereal', 'grapes', 'onions', 'rice', 'shampoo', 'yogurt']",carrots; cereal; grapes; onions; rice; shampoo; yogurt
4019,Lisa Castillo,2025-01-18,"Beef,Rice,Pasta,Juice,Eggs,Cereal","['Beef', 'Rice', 'Pasta', 'Juice', 'Eggs', 'Cereal']","['beef', 'rice', 'pasta', 'juice', 'eggs', 'cereal']","['beef', 'cereal', 'eggs', 'juice', 'pasta', 'rice']",beef; cereal; eggs; juice; pasta; rice
4020,Sharon Rice,2025-10-08,"Pasta,Beef,Salt,Eggs,Toothpaste,Cereal,Bread","['Pasta', 'Beef', 'Salt', 'Eggs', 'Toothpaste', 'Cereal', 'Bread']","['pasta', 'beef', 'salt', 'eggs', 'toothpaste', 'cereal', 'bread']","['beef', 'bread', 'cereal', 'eggs', 'pasta', 'salt', 'toothpaste']",beef; bread; cereal; eggs; pasta; salt; toothpaste
4021,Michael Ford,2025-05-18,"Cheese,Oranges,Shampoo,Flour,Cereal,Carrots,Oil","['Cheese', 'Oranges', 'Shampoo', 'Flour', 'Cereal', 'Carrots', 'Oil']","['cheese', 'oranges', 'shampoo', 'flour', 'cereal', 'carrots', 'oil']","['carrots', 'cereal', 'cheese', 'flour', 'oil', 'oranges', 'shampoo']",carrots; cereal; cheese; flour; oil; oranges; shampoo
4022,David Schultz,2025-11-12,"Milk,Pasta,Apples,Cereal,Juice,Chicken,Potatoes","['Milk', 'Pasta', 'Apples', 'Cereal', 'Juice', 'Chicken', 'Potatoes']","['milk', 'pasta', 'apples', 'cereal', 'juice', 'chicken', 'potatoes']","['apples', 'cereal', 'chicken', 'juice', 'milk', 'pasta', 'potatoes']",apples; cereal; chicken; juice; milk; pasta; potatoes
4023,Manuel Guzman,2025-07-05,"Oil,Coffee,Onions,Eggs","['Oil', 'Coffee', 'Onions', 'Eggs']","['oil', 'coffee', 'onions', 'eggs']","['coffee', 'eggs', 'oil', 'onions']",coffee; eggs; oil; onions
4024,Lindsay Baker,2025-08-20,"Apples,Chicken,Oil","['Apples', 'Chicken', 'Oil']","['apples', 'chicken', 'oil']","['apples', 'chicken', 'oil']",apples; chicken; oil
4025,Julie Burgess,2024-11-30,"Beef,Cereal,Onions,Juice,Pasta,Oranges,Bananas","['Beef', 'Cereal', 'Onions', 'Juice', 'Pasta', 'Oranges', 'Bananas']","['beef', 'cereal', 'onions', 'juice', 'pasta', 'oranges', 'bananas']","['bananas', 'beef', 'cereal', 'juice', 'onions', 'oranges', 'pasta']",bananas; beef; cereal; juice; onions; oranges; pasta
4026,James Silva,2025-02-24,"Coffee,Yogurt","['Coffee', 'Yogurt']","['coffee', 'yogurt']","['coffee', 'yogurt']",coffee; yogurt
4027,Katherine Morrison,2024-12-25,"Cheese,Potatoes,Bread,Rice","['Cheese', 'Potatoes', 'Bread', 'Rice']","['cheese', 'potatoes', 'bread', 'rice']","['bread', 'cheese', 'potatoes', 'rice']",bread; cheese; potatoes; rice
4028,Jennifer Gonzalez,2025-02-21,"Flour,Cheese,Potatoes,Beef,Tomatoes,Pasta,Coffee","['Flour', 'Cheese', 'Potatoes', 'Beef', 'Tomatoes', 'Pasta', 'Coffee']","['flour', 'cheese', 'potatoes', 'beef', 'tomatoes', 'pasta', 'coffee']","['beef', 'cheese', 'coffee', 'flour', 'pasta', 'potatoes', 'tomatoes']",beef; cheese; coffee; flour; pasta; potatoes; tomatoes
4029,Kenneth Ward,2025-01-07,"Tea,Oranges,Cheese,Beef,Toothpaste,Chicken,Tomatoes","['Tea', 'Oranges', 'Cheese', 'Beef', 'Toothpaste', 'Chicken', 'Tomatoes']","['tea', 'oranges', 'cheese', 'beef', 'toothpaste', 'chicken', 'tomatoes']","['beef', 'cheese', 'chicken', 'oranges', 'tea', 'tomatoes', 'toothpaste']",beef; cheese; chicken; oranges; tea; tomatoes; toothpaste
4030,Loretta Howard,2025-09-13,"Milk,Tea,Toothpaste,Pasta,Grapes","['Milk', 'Tea', 'Toothpaste', 'Pasta', 'Grapes']","['milk', 'tea', 'toothpaste', 'pasta', 'grapes']","['grapes', 'milk', 'pasta', 'tea', 'toothpaste']",grapes; milk; pasta; tea; toothpaste
4031,Edward White,2025-11-04,"Tomatoes,Chicken,Flour,Pasta,Bananas,Grapes,Carrots","['Tomatoes', 'Chicken', 'Flour', 'Pasta', 'Bananas', 'Grapes', 'Carrots']","['tomatoes', 'chicken', 'flour', 'pasta', 'bananas', 'grapes', 'carrots']","['bananas', 'carrots', 'chicken', 'flour', 'grapes', 'pasta', 'tomatoes']",bananas; carrots; chicken; flour; grapes; pasta; tomatoes
4032,Jeff Petersen,2025-01-26,"Pasta,Salt,Sugar,Bananas,Oranges","['Pasta', 'Salt', 'Sugar', 'Bananas', 'Oranges']","['pasta', 'salt', 'sugar', 'bananas', 'oranges']","['bananas', 'oranges', 'pasta', 'salt', 'sugar']",bananas; oranges; pasta; salt; sugar
4033,Jerry Browning,2025-03-17,"Butter,Eggs","['Butter', 'Eggs']","['butter', 'eggs']","['butter', 'eggs']",butter; eggs
4034,Mitchell Smith,2025-04-25,"Beef,Onions,Sugar,Flour","['Beef', 'Onions', 'Sugar', 'Flour']","['beef', 'onions', 'sugar', 'flour']","['beef', 'flour', 'onions', 'sugar']",beef; flour; onions; sugar
4035,Gregory Daugherty,2025-05-03,"Coffee,Juice,Toothpaste,Grapes","['Coffee', 'Juice', 'Toothpaste', 'Grapes']","['coffee', 'juice', 'toothpaste', 'grapes']","['coffee', 'grapes', 'juice', 'toothpaste']",coffee; grapes; juice; toothpaste
4036,Alexander Martin,2025-02-11,"Apples,Yogurt,Butter,Shampoo","['Apples', 'Yogurt', 'Butter', 'Shampoo']","['apples', 'yogurt', 'butter', 'shampoo']","['apples', 'butter', 'shampoo', 'yogurt']",apples; butter; shampoo; yogurt
4037,Anthony Mccoy,2025-04-20,"Pasta,Onions,Sugar,Shampoo,Carrots","['Pasta', 'Onions', 'Sugar', 'Shampoo', 'Carrots']","['pasta', 'onions', 'sugar', 'shampoo', 'carrots']","['carrots', 'onions', 'pasta', 'shampoo', 'sugar']",carrots; onions; pasta; shampoo; sugar
4038,Kimberly Woodward,2025-07-16,"Oil,Carrots,Milk,Chicken,Sugar,Bread,Fish","['Oil', 'Carrots', 'Milk', 'Chicken', 'Sugar', 'Bread', 'Fish']","['oil', 'carrots', 'milk', 'chicken', 'sugar', 'bread', 'fish']","['bread', 'carrots', 'chicken', 'fish', 'milk', 'oil', 'sugar']",bread; carrots; chicken; fish; milk; oil; sugar
4039,John Mullins,2025-10-26,"Butter,Bananas,Potatoes,Toothpaste","['Butter', 'Bananas', 'Potatoes', 'Toothpaste']","['butter', 'bananas', 'potatoes', 'toothpaste']","['bananas', 'butter', 'potatoes', 'toothpaste']",bananas; butter; potatoes; toothpaste
4040,Joseph Johnson,2025-03-20,"Chicken,Potatoes,Shampoo,Fish,Cheese,Toothpaste,Apples","['Chicken', 'Potatoes', 'Shampoo', 'Fish', 'Cheese', 'Toothpaste', 'Apples']","['chicken', 'potatoes', 'shampoo', 'fish', 'cheese', 'toothpaste', 'apples']","['apples', 'cheese', 'chicken', 'fish', 'potatoes', 'shampoo', 'toothpaste']",apples; cheese; chicken; fish; potatoes; shampoo; toothpaste
4041,Jason Mason,2025-04-24,"Cereal,Juice","['Cereal', 'Juice']","['cereal', 'juice']","['cereal', 'juice']",cereal; juice
4042,Stephen Brewer,2025-08-13,"Coffee,Flour,Rice,Milk,Juice,Pasta,Bread","['Coffee', 'Flour', 'Rice', 'Milk', 'Juice', 'Pasta', 'Bread']","['coffee', 'flour', 'rice', 'milk', 'juice', 'pasta', 'bread']","['bread', 'coffee', 'flour', 'juice', 'milk', 'pasta', 'rice']",bread; coffee; flour; juice; milk; pasta; rice
4043,Jesse Chapman,2025-06-08,"Onions,Potatoes","['Onions', 'Potatoes']","['onions', 'potatoes']","['onions', 'potatoes']",onions; potatoes
4044,Keith Ross,2025-03-08,"Juice,Carrots,Beef,Coffee","['Juice', 'Carrots', 'Beef', 'Coffee']","['juice', 'carrots', 'beef', 'coffee']","['beef', 'carrots', 'coffee', 'juice']",beef; carrots; coffee; juice
4045,Diana Porter,2025-05-05,"Soap,Cereal,Cheese,Beef","['Soap', 'Cereal', 'Cheese', 'Beef']","['soap', 'cereal', 'cheese', 'beef']","['beef', 'cereal', 'cheese', 'soap']",beef; cereal; cheese; soap
4046,Julie Phillips,2025-09-29,"Tea,Shampoo,Milk,Cheese,Oranges","['Tea', 'Shampoo', 'Milk', 'Cheese', 'Oranges']","['tea', 'shampoo', 'milk', 'cheese', 'oranges']","['cheese', 'milk', 'oranges', 'shampoo', 'tea']",cheese; milk; oranges; shampoo; tea
4047,Charles Smith,2025-10-12,"Pasta,Salt,Tomatoes","['Pasta', 'Salt', 'Tomatoes']","['pasta', 'salt', 'tomatoes']","['pasta', 'salt', 'tomatoes']",pasta; salt; tomatoes
4048,Sara Smith,2025-04-01,"Cereal,Soap","['Cereal', 'Soap']","['cereal', 'soap']","['cereal', 'soap']",cereal; soap
4049,Jennifer Ray,2025-11-14,"Butter,Tomatoes,Apples,Eggs","['Butter', 'Tomatoes', 'Apples', 'Eggs']","['butter', 'tomatoes', 'apples', 'eggs']","['apples', 'butter', 'eggs', 'tomatoes']",apples; butter; eggs; tomatoes
4050,Mr. Pedro Rogers IV,2025-03-11,"Yogurt,Salt,Cereal,Apples,Chicken,Tomatoes,Fish","['Yogurt', 'Salt', 'Cereal', 'Apples', 'Chicken', 'Tomatoes', 'Fish']","['yogurt', 'salt', 'cereal', 'apples', 'chicken', 'tomatoes', 'fish']","['apples', 'cereal', 'chicken', 'fish', 'salt', 'tomatoes', 'yogurt']",apples; cereal; chicken; fish; salt; tomatoes; yogurt
4051,Christopher Mccarthy,2024-12-06,"Shampoo,Cereal,Butter,Juice,Flour","['Shampoo', 'Cereal', 'Butter', 'Juice', 'Flour']","['shampoo', 'cereal', 'butter', 'juice', 'flour']","['butter', 'cereal', 'flour', 'juice', 'shampoo']",butter; cereal; flour; juice; shampoo
4052,Terry Jones,2025-02-22,"Shampoo,Bread,Tomatoes,Pasta","['Shampoo', 'Bread', 'Tomatoes', 'Pasta']","['shampoo', 'bread', 'tomatoes', 'pasta']","['bread', 'pasta', 'shampoo', 'tomatoes']",bread; pasta; shampoo; tomatoes
4053,Jason Frazier,2025-08-11,"Bread,Cheese","['Bread', 'Cheese']","['bread', 'cheese']","['bread', 'cheese']",bread; cheese
4054,Ann Hawkins,2025-06-22,"Butter,Bread,Tea,Oranges,Sugar","['Butter', 'Bread', 'Tea', 'Oranges', 'Sugar']","['butter', 'bread', 'tea', 'oranges', 'sugar']","['bread', 'butter', 'oranges', 'sugar', 'tea']",bread; butter; oranges; sugar; tea
4055,Stephanie Chan,2025-11-02,"Pasta,Butter,Beef","['Pasta', 'Butter', 'Beef']","['pasta', 'butter', 'beef']","['beef', 'butter', 'pasta']",beef; butter; pasta
4056,Veronica Hahn,2025-04-14,"Chicken,Bread,Sugar,Cheese","['Chicken', 'Bread', 'Sugar', 'Cheese']","['chicken', 'bread', 'sugar', 'cheese']","['bread', 'cheese', 'chicken', 'sugar']",bread; cheese; chicken; sugar
4057,Seth May,2025-04-17,"Flour,Soap,Salt,Shampoo","['Flour', 'Soap', 'Salt', 'Shampoo']","['flour', 'soap', 'salt', 'shampoo']","['flour', 'salt', 'shampoo', 'soap']",flour; salt; shampoo; soap
4058,Lisa Williams,2025-02-05,"Milk,Bananas,Juice,Fish,Shampoo","['Milk', 'Bananas', 'Juice', 'Fish', 'Shampoo']","['milk', 'bananas', 'juice', 'fish', 'shampoo']","['bananas', 'fish', 'juice', 'milk', 'shampoo']",bananas; fish; juice; milk; shampoo
4059,Patricia Moore,2025-02-23,"Milk,Flour,Grapes,Pasta,Beef,Potatoes,Tomatoes","['Milk', 'Flour', 'Grapes', 'Pasta', 'Beef', 'Potatoes', 'Tomatoes']","['milk', 'flour', 'grapes', 'pasta', 'beef', 'potatoes', 'tomatoes']","['beef', 'flour', 'grapes', 'milk', 'pasta', 'potatoes', 'tomatoes']",beef; flour; grapes; milk; pasta; potatoes; tomatoes
